k,model_type,accuracy
5,word2vec,75.0
5,word2vec,68.42105388641357
5,word2vec,51.31579041481018
5,word2vec,60.52631735801697
5,dna2vec,77.63158082962036
5,dna2vec,57.894736528396606
5,dna2vec,56.578946113586426
5,dna2vec,51.31579041481018
